Word,Count
बढुवा,26
बुझिएको,5
आइजीपी,5
शैलेश,5
क्षेत्री,31
वैशाखबाट,1
अवकाश,14
गृहनगरमा,14
पूण्य,4
मञ्चमै,5
ढोगे,6
जानुपर्ने,12
माईत,2
निहु,6
हुन्थ्याे,12
पाकाे,1
नजाउ,7
बेलाअधिबेशन,1
शेखरलाई,4
लखेटेर,9
पाइन्छ,92
रेणुलाइ,14
थोर,2
जित्छिन,11
आकलन,19
बसाइको,1
अनुभब,3
खसाले,13
हिजैबाट,1
माझी,31
देखाउँसके,2
मौलापुर,4
भनेसि,15
सुन्नु,30
तर्फबाट_बुटवलको,12
प्रमुखमा_पाण्डेको,11
सर्लाहीको_हरिपुर,6
हरिपुर,6
हाँँसिल,1
सन्धिखर्क,50
५००,54
२६१,4
गठ,6
२२१,5
ललितपुर_महानगरमा,21
चिरिबाबु_महर्जनले,11
नेपालगंज_उपमहानगरपालिका,6
६६८७,2
३५९३,2
२९५९,2
हतियारदेखि,1
सन्चार,2
सेटसम्म,1
अभाव,22
सम्बन्धी_विशेष,14
‘डेटा_पोर्टल’,7
नक्सा_७५३,9
सम्बन्धी_विवरणहरु,9
हेर्न_सकि,9
खर्चबारे_आयोगको,13
ध्यानाकर्षण,50
news_Election2079,17
उम्मेदवारीबाट,2
धरौटी,8
मंगलबार_राति,7
डेढ,29
पदहरूमा,4
दलहरूका,14
दह्रो,11
निजगढमा,12
वर्षका,26
तहका_जनप्रतिनिधि,24
काङ्ग्रेसले,146
चलाएका,4
भनाउदाले,6
बोल्छ,19
पत्याइदिनु,2
Logical,1
Statement,1
देउन,3
हौउ,2
voteforchange,19
अ,31
साच्ची,6
नभएरयिनै,1
अशहिष्णु,1
अन्धभक्तहरू,1
रचन्,8
लाग्दो,42
वि,18
लिएपछि,16
पिच्छे,8
जन्माईदिनु,1
आफुबाट,1
नहु,35
क्षत्रेमै,2
कांग्रेसजिन्दावाद,1
VOTEforTREE,2
सगै,10
मुद्रा,18
बचाउने,24
थे,32
भट,1
भटे,1
कार,14
कुद्दै,3
हाम्रातिर,4
उपमेयरले,7
जोड्दा,21
६१९८,1
६२९२,2
भैराछ,10
ज्वाइसाब,1
यक,4
राऊनंड,1
गयरनै,1
कमाडं,1
टुइटरमा,8
मात्रले,1
हजुरकै,3
पहिलाको,19
शब्दमा,13
जोगी,17
कान,32
चिर,7
वर्षीया,35
भगवतीले,4
दिइन्,32
प्रशासन,40
पशुजन्य,1
मान्छौ,6
नजितेका_ठाउँमा,15
भिडिओ,60
सापकोटाको,7
लोकन्थलीस्थीत,1
उपस्वास्थ,1
चौकी,6
बुथबाट,11
आयुक्त_दिनेश,21
थपलियाले,22
कलमा,2
झ्याउ,4
लगाको,11
टेलिकल,1
अलिलि,1
बनाउनेतिर,1
कोसिस,24
स्योर,10
अग्रसर,18
लोपोन्मुख,9
लेप्चा,1
मुलुकको,35
डोटीमा_३४३,10
जनाले_लिए,63
बरू_एकले,6
अर्कालाई_सम्मान,5
चन्द्रागिरीका,1
खड्काले,25
बाँड्न,14
लाखको,14
साडी_बरामद,7
कलमसंग,1
तेत्रो,19
तेस्तो,28
मतका,41
विच,15
गरिराका,1
काङ्रेसीले,5
कमन,3
सेन्सको,1
उमेशजी,1
सम्झनुस्,4
प्रकोपको,1
औषधीमा,2
कमिसन,27
ओम्नी,7
घटायो,3
बेसार,4
बालुवाटारमा,30
लुकेर,13
बस्यो,17
ल्याउन,108
सकेन्,2
ज्यान,58
गुमाए,15
बेखबर,4
व्यापार,32
व्यवसाय,18
डुबा,4
बिरगञ्ज,1
धुरमुर,1
सिटौलाले,3
नबुझेर,17
सुनिरा,1
भट्याउन,1
छोड्नुस,7
हाइ,13
तपाइलगायत्को,1
बिरक्त,2
त्यता,36
पट्टि,5
कष्ट,11
हिम्मतपुरका,1
मुक्तकमैया,2
आश्वासनकै,1
भरमा,68
हालिँदैन,7
कतिकति,4
ताजाअपडेट,6
68,2
47,1
9,16
जसपानेपाल,3
0,14
धनगढि,3
३११३,1
३०४९,2
उन्मुख,16
मान्छु,9
हाराहारीमा,16
अस्ति,100
आसपास,15
संङ्ख्या,1
धादिङका,9
गराएकाे,7
कार्यालयले,35
जनाएकाे,5
सुनसरीको,24
इनरुवामा,1
मेहेताले,1
राजीनामा_दिएर,43
भएपछि…,5
कुँवर,50
चौरजहारी,10
नगरपालिका–१४,4
घटनाको,13
सम्बन्धमा,28
सोधपुछको,1
सिर्जनाले_भनिन्,6
योगदानाको,5
पाएँ,12
किरियापुत्रीले,4
मध्यविन्दुको,3
Nepalpress,40
मोदीको,55
उम्मेदवारमा,28
पत्याउँदैनन्,3
सम्मामा,2
निलम्बन,30
रहलान,4
and,32
दाईहरुलाई,2
पाटिको,24
वारेमा,4
छुच्चो,6
नहुन,20
तेता,13
मिल्लान,2
तपाईहरुलाई,6
निस्कासन,13
पादरी,7
सकिएछ,7
नवलपरासीमा,10
बैतडीको,37
३०८८,1
२०८१,2
प्रेम,106
विना,19
२२८२,1
२२७६,2
भुल,17
समाजवा,8
बिहानदेखि,10
उत्साह,52
उर्जाले,2
सकारात्मक,42
परिकल्पना,20
साकार,17
पार्नेछ,3
सरले,29
स्पीच,2
राइटर,1
गजप,4
आजकाल,12
दिंदै,13
हिंड्नुभएको,1
ब्रो,48
भागे,8
लाग्नथाल्,1
कम्निष्ट,3
कुलंघारलाई,1
कतिसम्म,13
लाज_घिन,9
सरम,10
हँ,32
चुनावको_मुखैमा,7
खुलेआम,17
चुनौती_दिँदै,7
खाएँ,3
रास्ट्रको,9
खाँए,1
खाँएभन्ने,1
अनगिन्ती,9
कमिसनखोरहरुको,1
झुण्डलाई,6
किन,2
ऐसेलुखर्क,4
अध्यक्षगिरेन्द्र,1
उपाध्यक्षराजेश,1
राजभण्डारी,10
पुरूषोत्तम,3
नन्द,12
टेकेन्द्र,1
टंकराम,1
सुनिल,9
अरूण,5
चारजना_म्यादी,9
प्रहरीको_मृत्यु,9
जना_घाइते,103
हेलिकाेप्टर,5
चढेर_गाउँ,12
फर्किए_लाङटाङका,7
राजधानीलाई,14
केबल,27
लुटी_खाने,16
भाडो_बनाएको,7
संसारकै,13
अस्तब्यस्त_कुरुप,9
प्रदुषित,6
पाखा_लगाएर,12
सुन्दर,111
शहर_निर्माण,4
नौलो,21
अभियान,132
शुरुवात,14
गएन,19
जाँड,10
हिँडेछ,1
ढोग्ने,11
२०३०,8
गोजिमा,11
आयुक्त_थपलिया,18
स्थापति,1
राष्ट्रिय_प्रजातन्त्र,64
मोहनदास,1
१६३,12
पोत्यो,1
मेयरकै,7
गुठी,22
बिधेयक,5
ल्याउदा,8
काठ,14
रोड,9
प्रदर्शन,58
भुले,3
फरकेर,1
नआओस,7
साहको,18
मौलापुरमा,14
तहमध्ये,23
वटाको,7
बंगलाचुली,7
राजपुर,15
आयोगले_माग्यो,41
कांग्रेससँग,14
भुँईकटहर,5
बिपक्षीहरु,2
थुरथुर,3
कामे,2
सार्है,25
पालीको,15
हालौँ,37
विवेकले,4
बनाउँ,27
PHOTOcaption,1
कञ्चनपुरको,34
नगरपालिका–१०,12
इलाका,4
कार्यालयबाट,14
खटिनका,2
म्यादी_प्रहरी,24
खटाउन,6
तस्बिर,104
सिस,3
लेखेकोले,1
चैँ,74
कनकाई,24
निर्बाचनको,10
पूरै,16
एउटालाइ,2
सबै,19
अग्रता_लिएकी,7
डंगोलले,8
५२०,14
प्रभा,8
बोगटीद्वारा,1
विदुर,25
बुझ्नु,35
बुझा,17
म्याडमले,6
करुवा_सरुवा,18
हरुवालाई,7
क्यार,37
फसाद,3
गठबन्धनका_तर्फबाट,40
कोपिला,5
रानाभाटले,3
कृष्ण_थापा,37
मञ्जुदेवी,11
हामिले,55
नपायनी,1
भयनी,1
युवाहरूलाई,10
सपोट,3
भ्रस्ट,30
कमिसनखोर,6
दुराचारी,10
घोर,23
अत,14
नैतिक,63
सदाचारी,10
कर्म,19
दिदैन,22
किनी,4
बिपक्ष,2
नगदको,4
झोला,35
बिहिवार,4
गीतानगर,3
राखिएकोमा,2
परिसरमा,11
ल्याइएको,5
प्रहरीसङ्ग,2
पौडेलका,8
ओखलढुंगा_सिद्धिचरण,7
तेजेन्द्र_खनाल,8
केदारबाबु,2
बस्नेत,69
अप्ठ्यारोमा,8
अायो,4
तस्थापितलाई,1
नर्क,21
अापत,1
वीरगंज,12
ककसले,17
सक्थियो,1
लाईदिम्,1
म्याउबादिकाे,1
दलदल,5
ह्याङ्गले,1
हामिमात्र,1
देशलाइ,12
पिरलेकाे,1
कागति,1
पानि,13
दलदलबाट,5
उम्किनु,1
अात्मसात,1
गर्हाै,2
अबश्य,3
चिन्नमा,7
सिण्डिकेट,6
माथी_उठेर,8
Balen_Shah,12
Bidhya,1
Shrestha,3
Maharjan,1
अाँखिझ्यालमा,1
धनगढी_उपमहानगरपालिकाको,15
प्रमुखमा_दश,11
नागरिकको,69
चित्रण,5
खाडिमा,5
भाडा,32
माझ्छु,1
हनुमान,59
अाज,26
पाटिमा,10
सदस्प,1
काहीँ,7
रछ,70
गाउँपालिकाकाे,12
खासगरी,12
काभ्रेका,7
गोकुल,26
बास्कोटाले,9
नदिएको,55
बास्कोटासहितका,1
नेताहरूले,63
झुक्याएको,3
बनेपाको,11
तपाईंहरुकाे,2
पुराना,96
मर्नेबेला,1
मर्लान,1
युवाकाे,2
गांधी,2
लक्षण,27
दैव,8
गरून्,18
तपाईं,13
युगाण्डासँग,7
टी–२०,25
शृंखलाका,5
सिम,5
टिभीमा,3
न्यूज,11
टेलिभिजन,25
च्यानल,7
नम्वर,27
6,40
धनुषा,28
अाफ्नाे,27
जनप्रतिनिधिलाई,17
दिउँ,34
localeelection2079,1
पुर्याएर,13
खुट्टामा_बन्चरो,6
ट्याक्टरको,2
भिडियो_हेर्न,11
ट्याक,2
भन्न_खोजेको,19
उनिहरूको,2
ट्याक्टर,2
भन,28
पत्नी_आर्जु,10
राणालाई,7
मेनपावर,11
फ्री_भिजा,7
रहेछहैट,1
देशकी,1
प्रथम,34
लेडिको,1
संगत,16
वालेन्द्र_शाह,8
३८३४_केशव,6
१९९६_सिर्जना,6
सिंहनेपाली,2
१८०२,8
सत्ताधारीको,2
निरीह,21
हरियाउने,1
महाेदयहरु,1
खुवाउछ,1
नास्ती,3
नगरीकन,3
रक्सी_मासु,13
भात,49
हसुरौं,1
बेलामा,101
ईमानदार,27
खालको,33
झ्याप्प,12
लाएर,49
ठोकौं,4
KP,4
Sharma,3
Oli,4
अन्तर्वार्ता,70
राती_बजे,10
विमानस्थलकाे,3
हवाई,16
मार्गको,4
गर्छौ,48
सुनेन,7
सेती,9
भारतिय,31
मार्ग,18
सोचाइ,7
गर्नको,23
रोङ२,3
कांग्रेसका_बागीले,18
बदल्ने,17
तपाईँ,17
नबदलिएसम्म,3
बदलिन्न,2
बदलिनेछ,1
छातीमा_हात,6
सोचौँ,11
ताकि,15
टाउकोमा,20
ठोकेर,8
रुन,21
नपरोस्,28
Vote_for,22
Positive,1
change,11
एमाले=96,1
=79,1
90,13
एमाले=78,1
लमजुङका,2
माकुने,183
हैकुन,1
खाएका,12
संघियतावादिहरुकाे,1
चलिराछ,6
लंकाकाे,1
बाटाेमा,2
छाेडेका,3
त्यसकाे,6
गु्णा,1
हुनेवाला,31
बात,36
voxelectionupdate,7
शहीदनगर,5
यादब,11
२८६०,2
उदय,31
१४६८,2
दिनमै,15
परीणाम,9
दिईसकेर,1
सुत्न,21
दिनुपर्दैन,5
अायाेग,12
सुमनले,4
हासिल,48
काट्ने,52
निस्चित,17
समर्थको,2
राजनेता,59
देउबाले,21
महत्वपुर्ण,8
भुद्द्फ्ग्ज्क्क्ग्फ्द्श्ज्क्ज्फ्द,3
घ्न्फ्द्स्न्न्झस्ग्ब,3
प्झ्फ्द्फ्घ्ज्ज्ज्ज,3
झ्ग्फ्फ्द्फ्ह्ह,3
झ्फ्फ्त्ज्क्क्क्फ्फ्द्फ्ग्ग,2
अनुपस्थित,4
तलब_भत्ता,27
रीत,1
बहसमा,11
ल्याए,82
थोडी,4
करार,11
जागिरे,13
खट्दा,1
सेवा_सुविधा,8
पर्छबिदामा,1
अत्तालियाे,1
मोरङका,11
ओटामा,5
हाल्छस,3
सोध्छन,1
सोध्नुपर्ने,1
देख्दिन,11
सञ्जय,9
दुरदर्शि,4
दुरदर्शी,8
कम्रेड,19
भै,106
गोनि,1
निर्णयलाई,7
आत्मसाथ,9
तुमसर,1
पंचायत,11
कोरियनईजिप्टियनम्यानमार,1
बंगाली,4
खाँदाखाँदा,1
वाक्क,22
एघारौं,1
हातले,17
स्वादको,2
दंग,16
खाडिकोकथा,1
खेलले,2
दुर्गन्धित,14
नहोस,38
मनाङको_नासोंमा,7
वडाध्यक्ष_सर्वसम्मत,11
लिएको,107
बिर्सन,6
हजारौ,12
अपाङ्ग,12
सकिंदैन,6
व्यपत्ता,1
हरूलाई,15
प्रभावित_पार्न,17
उम्मेदवारकी_श्रीमती,15
अनलाइक,3
गर्नलाई,19
जुट,8
कामै,17
फाल्न,10
स्वच्छ,78
हुन्,129
संखुवासभाका,3
०७४,49
काङ्रेसमाओबादी,1
तालमेलमा,10
घोप्ट्याएतर,1
काङ्रेसी,22
भोटर्सले,3
मुस्किलले,8
यसबाट,22
ज्ञात,4
काङ्रेशी,2
भोटर्स,10
आउनी,8
एउटाै,5
जोर,5
समृध,1
बाँसगढी_नगरपालिका,10
११७३१,1
४५८४,1
४३९१,2
२१२१,4
२४४८,2
४०६६,1
३८५४,1
इलामको,31
माई,12
डोकोबाटै,11
दिएर_अस्ताए,13
खड्,18
मतदाता_परिचयपत्र,76
लुटेर,26
सत्तारुढ_गठबन्धनले,83
उपमहानरपालिकाको,3
टुंगो,26
लगा,37
पराकम्प,1
जबरजस्ती,12
लादिएको,3
सामूहिक_राजीनामा,13
त्यागको,3
तर्फका,30
लड्ने,69
ताेकिएकाे,2
लिई,18
माशओवादी,1
सदस्यलाई,14
हिडे,16
तस,1
गणेशमान_चारनाथ,8
ज्योति,10
दीप,2
हमाल,20
बेचु,1
रूपन्देही,4
सिद्धार्थनगर,21
छेदीलाल,2
श्रीवास्तव,5
सदस्यहरू,11
सम्पूर्णलाई,2
सफल_कार्यकाल,12
चुलाचुली,2
फाकफोकथुम,4
अग्रता_ल,63
नुवाकोटका_पालिकामा,18
गठन्धनबाट,1
राना,44
सीसीटीभी,9
जडान,18
बन्चित,26
गराईदिए,1
फेसबुके,9
भिडको,5
ब्यापारी,7
आलु,30
प्याज,4
राजसंस्था,25
नुनको,11
सोझो,28
सधाको,3
खोटाङमा,41
तीव,2
पार्टी_अल्पमतमा,16
पालिका_इन्चार्जले,18
मतदाताहरूलाई,7
जनप्रतिनिधिका,9
मतदानमा,30
पैसा_पहुँचबाट,11
प्रभावित,82
जिल्लागत,10
गन्दै,35
तेही,28
गनी,4
कस्को,69
माओवादि,43
उम्मेदवारमाथि,22
खुकुरी_प्रहार,32
–_Satyapati,37
नेकपा_एसको,25
2070,1
संबिधानसभा,2
आखिरि,1
तत्कालीन,43
शुशील,1
कोइरालाले,15
सभा,148
गर्दैथिए,3
करि,1
20_मिनेट,6
बोलेहोलान,1
बुझिएन,10
दोहोर्याएम,1
दोहोराउने,1
अहै,2
ज्ञानी,6
असन्तुष्ट_पक्षबाट,19
महानगरको,164
जगन्नाथ_पौडेलले,49
ओलीको_बुँदे,7
तमासपुर,1
मध्यबिन्दु,6
नवलपुर,8
जीन्नकीको,1
लैफमा,1
ठुल्कुराहरु,1
पत्ता,42
लाइयो,1
कनक,1
दिक्षितले,1
शुरुमै,3
रिन,7
ब्लक,22
रछन,22
आजसम्म,46
लाइदिन्छ,2
त्यसैलाई,20
२०७९११८,1
वैचारिक,8
श्रद्धेय,7
ज्ञवालीज्यू,1
दाङमा,38
वहाँले,8
दाङको,37
तुलसीपुरमा,13
कार्यक्रमा,2
सरिक,8
सशक्तता,1
घोषणापत्रकै,1
सायदै,6
चयन,63
घोषणापत्रहरू,1
विश्वसनीय,4
कार्यान्वयनयोग्य,1
नबनाइनाले,1
त्यसप्रति,1
जनविश्वास,2
नदेख,3
सिप,4
काैसल,1
खुप,1
तैले,9
कस्ताले,1
शुरुवाति,1
समयमै,39
निराश,31
खाेज्ने,5
बुडाे,1
प्रबृत्तिकाे,2
अन्त्य,82
चाडै,16
हाेस,11
मनोनयनकर्ताको,1
नामावली,21
रुजु,5
अध्यक्षकाे,6
कलममा,32
माग्नेको,3
दिमाग,46
बिग्रेको,23
संघर्षको,7
बन्ने_संकेत,9
रहेकामा,2
५२९,6
६७दशमलव७६,1
सुदूरपश्चिममै,3
छुट्याउँछु,4
सोचेभन्दा,6
छमावोवादीलाई,1
चिठ्ठानै,1
घाटा,55
छगठबन्धनकै,1
माकुनेले,26
आंकलन,16
छुटाएछ्न,1
ठुले,4
भन्छ्न,25
णनाथ,8
कैयौं,5
पालिकाहरुमा,5
उम्मेद्वारहरुले,3
‘डमी,1
उम्मेद्वार’,1
तिरिदिएको,1
प्रस्तावक_समर्थक,7
एलिट,3
देखिनु,14
फुत्कीहाल्च,1
ढोंगी,8
उत्सुकता,1
सक्रियता,8
मैं,23
फेर्लान्,3
नफेर्लान्,3
हेरौला,6
हूँ,19
राजनितीक,20
उम्मदवारले,3
मार्नै,3
उपरान्तमा,3
उठाउन,56
सा,24
वोरु,1
स्तपित,1
बोल्छन,6
निहुँमा,14
माग्लान_नबुझी,8
टाउको_नहल्लाउनु,6
jrddhk,1
सुर्खेतको_वीरेन्द्रनगर,7
जानलाई,4
चाहीएन,1
भय,87
नदीनु,1
लाजनीती,3
काभ्रेमा,15
हजार_७७३,5
जनाद्वारा,30
सिन्धुपाल्चोकमा,26
११४,11
चित्रसेन,13
५९५,2
सुन्नुस,8
भुक्दै_गधाहरु,9
लेख्दै,19
स्याल,26
पढ्,11
हालतमा,54
नतोड्ने,1
इच्छाकामना,16
सुरूवाती_अग्रता,7
ल,59
दाहालले,25
उल्लंघनमा,3
स्पष्टीकरणबारे,1
18+,3
अधिकारको,40
विवेकपूर्वक,1
गर्नुहोस्,70
उज्ज्वल,10
भविष्यको,10
Vote4Change,6
मिले,30
नेत्रविक्रम_चन्द,17
समूहबाट,8
सबैजसोले,1
जात,50
धर्म,98
छुट्टायर,1
Racist,2
पचेन,7
मतपत्रलाई,5
लाईस,2
साेलुखुम्बुकाे,2
सोलुदुधकुण्डमा,1
आङकाजी,3
शेर्पालाई,2
बनाएकाे,6
नेचासल्यान,4
डुफकुमार,2
बाँस्ताेलालाई,1
दाेहाेर्याएकाे,1
चिठी,5
पठौला,1
निशानी,5
हार्ने_निश्चित,14
बन्दुकेहरुले,1
रुकुममा,14
कार्यकर्ताको_अपहरणपछि,26
हत्या,90
दुष्ट,15
राक्षसहरुलाई,1
हुन्जेल,11
हिँशाको,1
श्रिन्खला,1
नरोकिने,4
हत्यारा,39
बेरुजु,21
खोजे,38
केश,6
भन्दैथे,6
कामरेडहरु,2
बेरुजुको,1
काट्ला,6
झरीसँगै,1
प्रकृतिको,8
शितलता,1
शहरभरी,1
फुलेका,1
ज्याकरान्डा,1
साभार,17
विनायक,7
जनताको_बहुदलीय,14
जनवादका,5
प्रणेता,6
महासचिव,37
जननेता,7
मदन_भण्डारी,18
संगठक,4
जीवराज,6
आश्रितको,6
स्मृति,13
दिवसमा,6
हार्दिक_श्रद्धाञ्जली,13
शोधेर,1
लेख्या,12
गणक,11
कार्यालयका,15
कर्मचारिलाइ,2
मकवानपुरद्वारा_बागी,6
भ्रष्टाचारी,46
चाईएको,2
मिसन,16
मादरचोद,1
Overs,1
smart,1
गौरिगंगा,2
५१२६,2
२६६९,3
४२७७,1
२६५४,1
सुकुमवासी,1
वुटवलको,1
बस्थ्यो,2
त्यसैको,19
छाप्रो,2
भैंसेपार्टीको,1
सर्वहाराहरूको,1
पाेखराका_सुकुम्बासीकाे,12
PM,25
तेयसपछि,1
पिएम,8
कन्टिन्यू,1
ओके,6
खरीद,3
प्रक्रियाकै,2
प्रत्यक्ष,72
डिलगर्ने,1
एजेण्ट,5
भूमिगत,6
रुसी,1
एजेण्टले,1
ढि,7
अन्तरास्ट्रिय,13
हो,61
क्यानले,8
टी–ट्वान्टी,15
लिग,11
आयोजना,110
बताईसक,1
अटेरी_अभियानका,7
गनेस_पौडेलले,7
गांउमा,1
मिडीयाले,3
नदेख्नाले,2
जवाबदेही,1
नगरेहोलान,1
गर्दैछ,26
भ्रष्टचारी,11
थाह,39
पाइयो,44
सुत्र,5
देस,62
सक्दैनौं,10
पठाइदिन्छौ,1
लाज_लाग्दैन,10
बढछ,7
घट्छ,19
भन्येर,1
बढा,14
OMG,3
रेछ,17
मैल्हे,1
मिटर,19
यती,40
नबुझ्दा,2
सिंडिकेट,3
साम्राज्य,6
आघात,6
छाड्यो,5
एकीकृत_समाजवादीलाई,15
काठमाण्डौ,99
कास्कीका,11
जिल्ल,5
समाजवादीबाट_मेयरको,4
बनेका_भुर्तेल,21
खाटा,1
नील,2
डाम,2
जगमा,1
ठ्याक्कै,38
दुरुस्तै,1
ll,8
बग्छन्,1
भेलहरु,1
सुसाइ,1
पिरले,4
रक्ताम्य,1
सुत्दछौ,1
चयनले,3
बन्धकी,8
पाणिनी१पणेना,2
पोख्रेल,27
बिजयि,26
हारीदि,1
विद्यार्थी,44
युनियनबारे,3
अभिव्यक्ति,103
गैरकानुनी,5
hamropatro,6
लुटेरा,22
कम्निस्ट,15
हरुको,121
कदापी,18
भेडे,1
सद्बुद्दी,2
पलाउदै,1
गएछ,8
बर्दियाको,25
बाँसगढी,3
नगरपालिका६,18
लाल,47
Rightly,1
Said,1
आफुलाई,82
अन्तर्घात,27
कहीं,15
किचलो,8
पाएचुनाबमा,1
अधिबेशनमा,3
जितेकाङ्ग्रेस,1
पतनोन्मुख,2
भ्युटावर,5
बनिसकेका,5
द्वार,5
ओलीशेर,1
सालिक,2
भक्त्ति,1
विश्वका,6
मानिस,83
ओइरिन्छ्न,1
नेपालगन्ज,19
धुर्कोट,10
बाम,17
माके+एमाले,1
भूपाल,3
टिमलाई,21
अर्घाखाँचीका,15
नजिकिंदै_गर्दा,7
आउन_थालेपछि,9
भन्न_थालेछन्,6
अम्रिकामा,3
डोनाल्ड,5
ट्रम्पले,3
तेसै,25
सिधा,27
यात्रा,70
केको,21
प्रतिगामि,2
ठगबन्धन,94
भैसक्यो,48
एम,13
सिसिका,1
मतियार,18
भोटरले,17
चाहिएरै,3
परिचे,2
खोज्छौ,5
नेकपा_एसका,35
नस्वीकार्दा,1
उत्साही,7
जिन्दावाद_जिन्दावाद,18
सुर्या,2
हारेकोमा,4
अन्तरघाती,10
कठैराजनीति,1
मुटु,33
निर्धक्क_भएर,16
विश्वविद्यालयले,2
मानार्थ,4
उपाधी,6
समकक्षी,10
कन्भोकेसन,1
कुरेर,16
बसेकोलाई,1
हुनुभएकोमा_हार्दिक,20
बधाइ,36
हिराको,5
हारमा,8
किराको,2
आन्दोलनबाट,2
अपदस्थ,2
मार्कोसका,1
राष्ट्रपतिकी,1
पुत्री,13
डुटेर्टे,1
electoral,1
autocracy,1
पत्रिकाले,5
व्याप्त,10
पूर्वप्रमका,1
पूर्उउपप्रमका,1
विचित्रकाे,2
हाल्नुहोसकांग्रेसएमाले,1
सुधार्छाैं,1
तहको_निर्वाचनमा,12
दर्ताltbrgt,1
कारबाहीमा_परेका,7
पूर्वसभापति,1
कर्ण_मल्लले,10
एमालेसँग_तालमेल,12
दलभित्रै,2
नहुनु,32
वितरणले,1
असन्तुष्टि,42
चुलिनुले,1
गृहजिल्लामा,19
हम्मे,7
भक्तपुरका,17
नगरपालिकाः,4
जातिहरू,1
बैंकको,14
अभ्यासको,4
उनीहरूले,34
अपेक्षित,10
भोग्न,6
पाएनन्,34
अतिलिएकाे,1
टुइटबाट,1
थाल,70
अग्रगमनको,5
पश्चगमनको,5
कुकुरको_बच्चाको,8
दिनमा_खुल्छ,8
बर्स,44
खुल,7
राष्ट्रिय_सभागृहमा,9
दर्ताकाे,3
फाेटाेफिचर,5
१३७६५,2
४६८८,2
४६२०,2
५४८२,2
३७२५,2
भरतपुर–४,1
६९१,8
१००१,6
३८७,10
दैलेखको,32
नौमुले,4
गाउँपालिका१,8
मूख्य,6
आकर्षण,20
मनोनयन_दर्ताको,13
प्रकाशन,36
मनोनयन_अपडेटः,12
लाख_हजारभन्दा,42
हार्छ,31
बोल्नु,36
तिनिहरु,5
गाउ,32
जान्छन्,31
कोङ्ग्रेस,2
फर्किन्छ,8
vot,3
for_Balen,6
shah,11
प्रधानमन्त्रीका,5
सभापतिका,3
हिँड्नु,5
प्रवक्ता_महत,8
सिर्जना_सिंहले,63
काटिन्,1
भैसक्,22
रहौला,1
नेपालै,6
नरहे,10
भरि,37
चोक_चोकमा,6
जम्मैले,1
Support,1
बसेछन्,1
हेरम्यादी,1
प्रहरीहरूले,1
समर्थनमा,27
थालिसकेछन्,1
९३१९,4
८३७२,3
लिपुलेक,15
महानगरपालीका,9
दिनेले,8
लाइक,20
नदिनेले,1
रिट्वीट,3
पत्नी_आरजु,21
कम्युनिस्टहरूले,2
पैसा_पठाउँदैनौ,7
डडेलधुरामा,24
उत्पात,4
गरिछन्,3
ढुकुटी,28
अाफ्नो,10
पुर्खैली,1
दिदैनौ,12
अारजुलाई,1
भान्से,1
मगन्ते,7
दाङको_घोराही,7
हसिया_हथौड़ा,28
विहान,21
दाबीसमेत,2
सुशिलको,1
फराकिलो,30
बन्दैयस्तो,1
२०७९०१२६,5
राजपत्रमा,8
प्रकाशित,49
हप्तामा_दिन,16
सम्बन्धी,60
गृह_मन्त्रालयको,8
जिरी,16
माओवादीगठबन्धन,4
५कांग्रेसगठबन्धन,1
समाजवादीगठबन्धन,2
९एमाले,2
गोलमाल,2
मुस्ताङको_लोघेकर,40
दामोदरकुण्ड_गाउँपालिकामा,29
तेब्बर,9
क्षत्रेका_पालिका,6
मध्ये_एकमा,9
पत्निको,3
अभिब्यक्ती,1
लुटाहा,1
प्रबृत्ती,1
देखेपछी,3
गुणकारी,1
गर्नुहुँदैन,2
दीपकराज,7
जोशीलाई,14
उपचारका,11
लैजाने,22
तयारीNepali,1
अमरगढीको_मेयरमा,7
दिने_संगीता,8
महिलाले,54
नगर_हाँक्न,8
गरेनि,9
हुनछ,10
follow,3
handle,2
य,8
गरीदिनुसन,1
कोहलपुर_नगरपालिका,40
झुम,1
सुनार,6
राप्रपामा,16
भनिन्_मनपर्ने,9
अरुण,22
जलविद्युत,5
परियोजना,11
प्राधिकरणलाई,4
सतलज,3
हिस्सा,16
स्वामित्व,4
बेच्यो,7
जुटाउन,9
कुलमानजी,2
निकटतम_प्रतिद्वन्द्वी,19
पारजित,1
एकजना,88
अनिवार्य,53
थियौँ,4
प्रेमनगरको,1
हारिनन्,1
फालिदिएको,2
लुतो,13
व्यापारमा,4
फेसन,7
स्टार्ट–अपमा,1
ईनोभेसन्,1
चाहियोनी,1
सुदूरपश्चिमका_मुख्यमन्त्री,11
त्रिलोचन,2
गृहपालिका,7
केआईसिंह,2
लोकेन्द्रबहादुर,3
भोटरहरू,2
उठ्याछ,2
समाजवादीबाट,4
सञ्जीव,1
उसैलाइ,18
जोसुकैलाई,2
चुलाचुलीमा,1
सन्दकपुरमा,3
लुटेको,19
गेम,20
ओभर,15
कडा_प्रतिस्पर्धा,28
भैसकेको,39
घडिको,1
लोभ,21
गर्छमानौ,1
हाईटमा,2
होगर्नुहोला,1
पत्ताईने,1
केस्थापितलाई,2
बाहेकका,18
मुख,88
फोरेरै,1
तपाईहरुको,13
बिवेक,9
बन्दकीमा,1
बोल्नुहुन्न,1
रेनुले,41
नजिते_देश,28
जान्छभरतपुर,1
